"nct_id","disease","drug"
"NCT03478683","Pulmonary Disease, Chronic Obstructive","FF/UMEC/VI"
"NCT03478683","Pulmonary Disease, Chronic Obstructive","Placebo to match budesonide/formoterol"
"NCT03478683","Pulmonary Disease, Chronic Obstructive","Placebo to match FF/UMEC/VI"
"NCT03474081","Pulmonary Disease, Chronic Obstructive","FF/UMEC/VI"
"NCT03474081","Pulmonary Disease, Chronic Obstructive","Albuterol/salbutamol"
"NCT03474081","Pulmonary Disease, Chronic Obstructive","Placebo to match FF/UMEC/VI"
"NCT03467425","Pulmonary Disease, Chronic Obstructive","FF/UMEC/VI"
"NCT03457636","Acne","Adapalene/Benzoyl Peroxide Gel 0.3-2.5%"
"NCT03387462","Adherence, Medication","Emtricitabine / Tenofovir Disoproxil Oral Tablet"
"NCT03387462","Risk Behavior","Emtricitabine / Tenofovir Disoproxil Oral Tablet"
"NCT03387462","Pre-Exposure Prophylaxis","Emtricitabine / Tenofovir Disoproxil Oral Tablet"
"NCT03387462","HIV Prevention","Emtricitabine / Tenofovir Disoproxil Oral Tablet"
"NCT00276081","Hot Flashes","Gabapentin, Estrogen and placebo administration"
"NCT02461745","Hepatitis C, Chronic","ombitasvir, paritaprevir/r, dasabuvir + ribavirin"
"NCT02461745","Hepatitis C, Chronic","ombitasvir, paritaprevir/r, dasabuvir"
"NCT02519595","Moderate, Deep Sedation","Ketamine IV 1mg/kg"
"NCT02519595","Moderate, Deep Sedation","Ketamine IV 1.5mg/kg"
"NCT02519595","Moderate, Deep Sedation","Ketamine IV 2mg/kg"
"NCT02513485","Depression","Levodopa+carbidopa"
"NCT02504827","Cystic Fibrosis","Ceftazidime/avibactam"
"NCT02500641","Gout","Febuxostat 80/120mg/day"
"NCT02500641","Gout","Allopurinol 100 up to 600mg/day"
"NCT03255824","Anesthesia","Dexmedetomidine and Midazolam"
"NCT03255824","Anesthesia","Propofol, Midazolam, and Fentanyl"
"NCT00626340","Menopause","MDD diagnosis and Estrogen treatment"
"NCT00626340","Menopause","MDD diagnosis and Fluoxetine treatment"
"NCT00626340","Menopause","MDD diagnosis with both Estrogen and Fluoxetine treatment"
"NCT00626340","Menopause","No depression and estrogen treatment"
"NCT00626340","Depression","MDD diagnosis and Estrogen treatment"
"NCT00626340","Depression","MDD diagnosis and Fluoxetine treatment"
"NCT00626340","Depression","MDD diagnosis with both Estrogen and Fluoxetine treatment"
"NCT00626340","Depression","No depression and estrogen treatment"
"NCT02421120","Cystic Fibrosis","Ceftolozane/Tazobactam"
"NCT02421120","Cystic Fibrosis Pulmonary Exacerbation","Ceftolozane/Tazobactam"
"NCT02421120","Pseudomonas Aeruginosa Infection","Ceftolozane/Tazobactam"
"NCT02419508","Open-Angle Glaucoma","Brinzolamide 1%/brimonidine 0.2% tartrate ophthalmic suspension"
"NCT02419508","Open-Angle Glaucoma","Brinz/brim vehicle"
"NCT02419508","Ocular Hypertension","Brinzolamide 1%/brimonidine 0.2% tartrate ophthalmic suspension"
"NCT02419508","Ocular Hypertension","Brinz/brim vehicle"
"NCT03048058","Rosacea","brimonidine topical gel 0.33% & survey"
"NCT03048058","Rosacea","brimonidine topical gel 0.33% & SOC"
"NCT02835339","Preeclampsia","Magnesium sulfate 4g loading dose, 1g/hr infusion"
"NCT02835339","Preeclampsia","Magnesium sulfate 6g loading dose, 2g/hr infusion"
"NCT02777970","Acute Pain","Tramadol Hydrochloride/Dexketoprofen Trometamol"
"NCT02777970","Acute Pain","Tramadol Hydrochloride/Paracetamol"
"NCT03287635","Dry Eye Disease","Corticotropin 80Unit/Ml Repository Injection"
"NCT03245398","Hookworm","Treatment with one of the two regimens of mebendazole"
"NCT03176459","C-Section","Exparel + Bupivacaine"
"NCT03176459","Pain Management","Exparel + Bupivacaine"
"NCT03080493","Abortion, Induced","acetaminophen/codeine and ibuprofen"
"NCT03080493","Cervical Preparation","acetaminophen/codeine and ibuprofen"
"NCT03080493","Pain","acetaminophen/codeine and ibuprofen"
"NCT03075891","Rosacea","Doxycycline 40 mg MR (30 mg Immediate Release & 10 mg Delayed Release beads) capsules"
"NCT03065530","Breast Feeding","Dexmedetomidine 0.03ug/kg/h"
"NCT03065530","Breast Feeding","Dexmedetomidine 0.05ug/kg/h"
"NCT03065530","Breast Feeding","Dexmedetomidine 0.08ug/kg/h"
"NCT03065530","Analgesia Obstetrical","Dexmedetomidine 0.03ug/kg/h"
"NCT03065530","Analgesia Obstetrical","Dexmedetomidine 0.05ug/kg/h"
"NCT03065530","Analgesia Obstetrical","Dexmedetomidine 0.08ug/kg/h"
"NCT03065530","Postoperative Pain","Dexmedetomidine 0.03ug/kg/h"
"NCT03065530","Postoperative Pain","Dexmedetomidine 0.05ug/kg/h"
"NCT03065530","Postoperative Pain","Dexmedetomidine 0.08ug/kg/h"
"NCT00643656","Liver Biopsy","Mix of 50% oxygen and 50% nitrogen"
"NCT00643968","HIV Infections","EFV+TDF"
"NCT00643968","HIV Infections","EFV+3TC+TDF"
"NCT03052816","Pain, Postoperative","Motrin/Percocet/Dilaudid for breakthrough"
"NCT03052816","Pelvic Organ Prolapse","Motrin/Percocet/Dilaudid for breakthrough"
"NCT02902120","Hepatitis C","Post-transplant Grazoprevir and Elbasvir"
"NCT02902120","Renal Insufficiency, Chronic","Post-transplant Grazoprevir and Elbasvir"
"NCT02902120","Disorder of Transplanted Kidney","Post-transplant Grazoprevir and Elbasvir"
"NCT00615745","HIV Infections","Atripla (ATR) consisting of EFV 600 mg/FTC 200 mg/TDF 300 mg"
"NCT00617643","HIV Infections","Nevirapine initiation with dose escalation"
"NCT00617643","Tuberculosis","Nevirapine initiation with dose escalation"
"NCT02654145","Asthma","Albuterol/salbutamol MDIs"
"NCT00629824","Chronic Hepatitis C","pegylated interferon alpha and plus ribavirin"
"NCT00629824","Chronic Hepatitis C","pegylated interferon alpha and plus ribavirin"
"NCT00629824","Chronic Hepatitis C","pegylated interferon alpha and plus ribavirin"
"NCT00657943","Type 2 Diabetes","insulin aspart + insulin aspart protamin"
"NCT00657943","Atherosclerosis","insulin aspart + insulin aspart protamin"
"NCT00657943","Arteriosclerosis","insulin aspart + insulin aspart protamin"
"NCT00712647","Lung Cancer","Beta Carotene and Retinol"
"NCT00750113","Hypertension","Nifedipine/Telmisartan"
"NCT00750763","Colonoscopy","Picolax/Picoprep"
"NCT00754039","Hypercholesterolemia","colesevelam HCl tablets and fenofibrate tablets"
"NCT00754039","Hypercholesterolemia","fenofibrate tablets and Welchol placebo tablets"
"NCT00754039","Hypercholesterolemia","fenofibrate tablets and Welchol placebo tablets"
"NCT00754039","Hyperlipidemia, Familial Combined","colesevelam HCl tablets and fenofibrate tablets"
"NCT00754039","Hyperlipidemia, Familial Combined","fenofibrate tablets and Welchol placebo tablets"
"NCT00754039","Hyperlipidemia, Familial Combined","fenofibrate tablets and Welchol placebo tablets"
"NCT00754403","Diabetes Mellitus","Pioglitazone and metformin"
"NCT00754507","Hypercholesterolemia","colesevelam HCl tablets, and atorvastatin tablets"
"NCT00754507","Hypercholesterolemia","colesevelam HCl placebo tablets and atorvastatin tablets"
"NCT00757835","Glaucoma","treatment with latanoprost/timolol fixed combination"
"NCT00757835","Glaucoma","latanoprost/timolol fixed combination drops"
"NCT00759239","Open-angle Glaucoma","Travoprost 0.004% / Timolol maleate 0.5%"
"NCT00759239","Open-angle Glaucoma","Travoprost 0.004% / Timolol maleate 0.5%"
"NCT00759239","Ocular Hypertension","Travoprost 0.004% / Timolol maleate 0.5%"
"NCT00759239","Ocular Hypertension","Travoprost 0.004% / Timolol maleate 0.5%"
"NCT00785863","Hyperalgesia, Secondary","Ketorolac and remifentanil"
"NCT00785863","Hyperalgesia, Secondary","Parecoxib and remifentanil"
"NCT00607035","Hypertension","Olmesartan medoxomil + Hydrochlorothiazide"
"NCT00607685","Glaucoma","5 Fluorouracil with hyaluronic acid"
"NCT00607685","Trabeculectomy","5 Fluorouracil with hyaluronic acid"
"NCT00607685","Wound Healing","5 Fluorouracil with hyaluronic acid"
"NCT00607958","HIV Infections","tipranavir/ritonavir (dose reduction)"
"NCT02431975","HIV","LPV/r"
"NCT04413279","Dry Eye Syndromes","Dexamethasone Intracanalicular Insert, 0.4mg with LipiFlow Thermal Pulsation"
"NCT00692263","Healthy","escitalopram and tramadol"
"NCT00692263","Healthy","placebo and tramadol"
"NCT00790881","HIV","Artemether/Lumefantrine"
"NCT00790881","HIV","Artemether/ lumefantrine"
"NCT05342558","COPD","Fluticasone Furoate/Vilanterol 100/25 mcgs"
"NCT05342558","COPD","Umeclidinium/Vilanterol 62.5/25 mcgs"
"NCT00632840","Lipid Disorders","Atorvastatin and fenofibrate"
"NCT00809068","HDL Cholesterol","fenofibrate and tibolone"
"NCT00463866","Asthma","Budesonide/formoterol"
"NCT00795847","Hypertension","Preminent (losartan/hydrochlorothiazide combination drug)"
"NCT00869700","HIV Infections","Artemether/Lumefantrine"
"NCT00869700","Malaria","Artemether/Lumefantrine"
"NCT00717470","Kidney Transplantation","methylprednisolone / prednisone"
"NCT00344461","HIV","Nevirapine, FTC, and Tenofovir"
"NCT00904202","Postherpetic Neuralgia","Placebo Capsules + Placebo Patch"
"NCT00904202","Postherpetic Neuralgia","Placebo capsules + Lidoderm®"
"NCT00904202","Postherpetic Neuralgia","Gabapentin + Placebo"
"NCT00904202","Postherpetic Neuralgia","Gabapentin + Lidoderm®"
"NCT00904202","Postherpetic Neuralgia","Gabapentin 300 mg capsules 1800 mg/day + placebo patch"
"NCT00904202","Postherpetic Neuralgia","Gabapentin 1800 mg/day + Lidoderm patch"
"NCT00904202","Diabetic Neuropathy","Placebo Capsules + Placebo Patch"
"NCT00904202","Diabetic Neuropathy","Placebo capsules + Lidoderm®"
"NCT00904202","Diabetic Neuropathy","Gabapentin + Placebo"
"NCT00904202","Diabetic Neuropathy","Gabapentin + Lidoderm®"
"NCT00904202","Diabetic Neuropathy","Gabapentin 300 mg capsules 1800 mg/day + placebo patch"
"NCT00904202","Diabetic Neuropathy","Gabapentin 1800 mg/day + Lidoderm patch"
"NCT00904202","Complex Regional Pain Syndrome","Placebo Capsules + Placebo Patch"
"NCT00904202","Complex Regional Pain Syndrome","Placebo capsules + Lidoderm®"
"NCT00904202","Complex Regional Pain Syndrome","Gabapentin + Placebo"
"NCT00904202","Complex Regional Pain Syndrome","Gabapentin + Lidoderm®"
"NCT00904202","Complex Regional Pain Syndrome","Gabapentin 300 mg capsules 1800 mg/day + placebo patch"
"NCT00904202","Complex Regional Pain Syndrome","Gabapentin 1800 mg/day + Lidoderm patch"
"NCT00904202","Carpal Tunnel Syndrome","Placebo Capsules + Placebo Patch"
"NCT00904202","Carpal Tunnel Syndrome","Placebo capsules + Lidoderm®"
"NCT00904202","Carpal Tunnel Syndrome","Gabapentin + Placebo"
"NCT00904202","Carpal Tunnel Syndrome","Gabapentin + Lidoderm®"
"NCT00904202","Carpal Tunnel Syndrome","Gabapentin 300 mg capsules 1800 mg/day + placebo patch"
"NCT00904202","Carpal Tunnel Syndrome","Gabapentin 1800 mg/day + Lidoderm patch"
"NCT00917241","Graves' Disease","MMI combined with IID"
"NCT00920543","Asthma","FSC 100/50mcg"
"NCT00920543","Asthma","FSC 250/50mcg"
"NCT00920543","Asthma","FSC 500/50mcg"
"NCT00921505","Pain","Paracetamol + ibuprofen"
"NCT00929279","Acute Coronary Syndrome","bolus+infusion"
"NCT00931788","Ischemic Stroke","Antihypertensive agents and lipid lowering therapy"
"NCT00931788","Transient Ischemic Attacks","Antihypertensive agents and lipid lowering therapy"
"NCT00171964","Pain","Zoledronic acid in combination with therapy"
"NCT00171964","Neoplasm Metastasis","Zoledronic acid in combination with therapy"
"NCT00171964","Cancer","Zoledronic acid in combination with therapy"
"NCT00966576","Glaucoma","Brinzolamide/Timolol Maleate Fixed Combination (AZARGA)"
"NCT01675310","Pregestational Obesity (BMI > 27kg/m2)","medical nutrition therapy + metformin"
"NCT01675310","History of Polycystic Ovary Syndrome","medical nutrition therapy + metformin"
"NCT00284232","Diabetes Mellitus, Type 1","Insulin dosing based on SMBG chart and education"
"NCT00427206","Alcohol Related Disorders","acetaminophen (4g/day)"
"NCT00429520","Nasolabial Folds","Hyaluronic acid filler/IMD1 basic"
"NCT01144728","Diabetes Mellitus, Type 2","GLIMEPIRIDE + METFORMIN"
"NCT01161004","Anesthesia","Sugammadex - Nacl 9/00"
"NCT01161004","Anesthesia","Nacl 9/00 - sugammadex"
"NCT00729339","Gastroesophageal Reflux Disease","mosapride for the first month and placebo for the 2nd month"
"NCT00729339","Gastroesophageal Reflux Disease","placebo for the first and mosapride for the second month"
"NCT00529867","Malaria, Falciparum","Artemether/lumefantrine tablets"
"NCT00529867","Malaria, Falciparum","Artemether/Lumefantrine suspension"
"NCT00531596","Healthy","EMSAM (Selegiline Transdermal System) 6mg/24Hr"
"NCT00531596","Healthy","EMSAM (Selegiline Transdermal System) 9mg/24Hr"
"NCT00531596","Healthy","EMSAM (Selegiline Transdermal System) 12mg/24hr"
"NCT03987191","Type 1 Diabetes","Multiple daily ijnection using Insulin Degludec and Insulin Aspart"
"NCT03720847","Suicidal Ideation","Estradiol Transdermal Patch 0.1 mg/24 hrs"
"NCT00596050","Conscious Sedation Failure During Procedure","ketamine and midazolam"
"NCT00596050","Conscious Sedation Failure During Procedure","etomidate, fentanyl, and lidocaine"
"NCT00596414","Cirrhosis","midazolam + pethidine"
"NCT00596414","Chronic Hepatitis","midazolam + pethidine"
"NCT00596414","Anxiety","midazolam + pethidine"
"NCT03602339","Magnetic Resonance Imaging","Gadoterate (Dotarem/Clariscan)"
"NCT03602339","Magnetic Resonance Imaging","Gadobutrol (Gadavist/Gadovist, BAY86-4875)"
"NCT00736515","Type 2 Diabetes","Gliclazide MR and Insulin Glargine Injection"
"NCT00740142","Hepatic Encephalopathy","L-ornithine-L-aspartate and lactulose"
"NCT00740142","Hepatic Encephalopathy","placebo and lactulose"
"NCT00741663","Cirrhosis","Spironolactone and furosemide"
"NCT00741663","Cirrhosis","Spironolactone and furosemide"
"NCT00741663","Ascites","Spironolactone and furosemide"
"NCT00741663","Ascites","Spironolactone and furosemide"
"NCT03152149","Chronic Obstructive Pulmonary Disease","Tiotropium & olodaterol"
"NCT00130065","Malaria","Sulfadoxine-pyrimethamine/folic acid"
"NCT00130065","Malaria","Sulfadoxine-pyrimethamine/placebo"
"NCT00755352","Hypercholesterolemia","pravastatin tablets and Welchol tablets"
"NCT00755352","Hypercholesterolemia","pravastatin tablets and Welchol placebo tablets"
"NCT00035971","Osteoporosis","raloxifene HCI and alendronate Na"
"NCT03180229","Cholelithiasis","Granisetron 1 Mg/mL Intravenous Solution"
"NCT00067509","Contraception","emergency contraception (estrogen/progesterone)"
"NCT00067509","Pregnancy","emergency contraception (estrogen/progesterone)"
"NCT00182442","Schizophrenia","Olanzapine & Quetiapine"
"NCT00184106","Phobic Disorders","Seroxat, Cognitive therapy, Seroxat+ cognitive therapy"
"NCT00185068","Hypertension","Olmesartan medoxomil/hydrochlorothiazide"
"NCT00228254","Pneumonia","Zinc (12.5 mg/day)"
"NCT00228254","Diarrhea","Zinc (12.5 mg/day)"
"NCT00228254","Acute Upper Respiratory Tract Infections","Zinc (12.5 mg/day)"
"NCT00784498","Procedural Sedation","Ketamine/Midazolam"
"NCT00784797","Abortion, Missed","mifepristone and misopristol"
"NCT00784797","Abortion, Missed","mifepristone and oxytocin"
"NCT00254241","Schizophrenia","Seroquel and Risperidone"
"NCT00256828","HIV Infections","didanosine + lamivudine + efavirenz"
"NCT00266318","Hepatitis C","Interferon Alfacon-1 and Ribavirin"
"NCT00269568","Abortion Seekers","mifepristone and misoprostol"
"NCT00269620","Contraception","ethinyl estradiol/etonogestrel vaginal ring"
"NCT00269620","Contraception","ethinyl estradiol/norelgestromin transdermal contraceptive"
"NCT00272753","Asthma","budesonide/formoterol Turbuhaler"
"NCT00273429","Open-Angle Glaucoma","dorzolamide/timolol maleate fixed combination"
"NCT00273429","Ocular Hypertension","dorzolamide/timolol maleate fixed combination"
"NCT00273442","Ocular Hypertension","dorzolamide/timolol maleate fixed combination"
"NCT00273442","Open-Angle Glaucoma","dorzolamide/timolol maleate fixed combination"
"NCT00273442","Exfoliation Syndrome","dorzolamide/timolol maleate fixed combination"
"NCT00273442","Glaucoma, Pigmentary","dorzolamide/timolol maleate fixed combination"
"NCT00273455","Open-Angle Glaucoma","dorzolamide 2%/timolol maleate 0.5% fixed combination"
"NCT00273481","Open-Angle Glaucoma","dorzolamide 2%/timolol maleate 0.5% fixed combination"
"NCT00273481","Open-Angle Glaucoma","latanoprost 0.005%/timolol maleate 0.5% fixed combination"
"NCT00273481","Ocular Hypertension","dorzolamide 2%/timolol maleate 0.5% fixed combination"
"NCT00273481","Ocular Hypertension","latanoprost 0.005%/timolol maleate 0.5% fixed combination"
"NCT00273689","Exercise Induced Bronchospasm","montelukast vs pretreatment with albuterol"
"NCT00277589","Goiter, Nodular","Levothyroxine-Na + iodide"
"NCT00278967","Colonoscopy","HalfLytely with Bisacodyl Tablets Bowel Prep Kit"
"NCT00289419","Arthroplasty, Replacement, Hip","Ropivacaine, Ketorolac and Adrenaline"
"NCT00289614","Kidney Diseases","Iopamidol 370 mgI/dL"
"NCT00291382","Asthma","Salmeterol/fluticasone propionate combination"
"NCT00292344","Travelers' Diarrhea","Rifaximin and loperamide"
"NCT00292487","Contrast Induced Nephropathy","Iopamidol 370 mgI/mL"
"NCT00295542","Hypertension","diuretics (torasemide, indapamide, HTCZ) and doxazosin"
"NCT00310934","Heroin Dependence","buprenorphine / methadone sequence"
"NCT00316992","Chronic Obstructive Pulmonary Disease","Ramelteon and Placebo"
"NCT00331825","Schizophrenia","Risperidone and Olanzapine"
"NCT00331825","Extrapyramidal Syndrome","Risperidone and Olanzapine"
"NCT00335192","HIV","Patients in treatment with 3TC + TDF + LPV/rtv, stop tenofovir during 4 weeks"
"NCT00335192","HIV","Patients in treatment with ABV + TDF + LPV/rtv, stop tenofovir during 4 weeks"
"NCT00335192","HIV","Patients in treatment with 3TC + ABV + TDF+ LPV/rtv, stop TDF during 4 weeks"
"NCT00335218","Healthy","Climodien / Lafamme (BAY86-5027)"
"NCT00335218","Postmenopause","Climodien / Lafamme (BAY86-5027)"
"NCT00335270","HIV","abacavir/lamivudine as Epzicom"
"NCT00338780","Chronic Hepatitis B","Lamivudine/ Placebo 100mg daily"
"NCT00343135","Skin Diseases, Infectious","amoxicillin/clavulanate potassium 1gm"
"NCT00343135","Infection, Soft Tissue","amoxicillin/clavulanate potassium 1gm"
"NCT00344760","HIV Infections","Efavirenz, lamivudine, and tenofovir"
"NCT00345657","Hyperlipidemia","Niacin Extended Release/Lovastatin"
