name,synonyms,cellosaurus_accession,disease_id,id,tissue_id,depmap_id,cell_model_passport_id,cosmic_id,ccle_name,expression_data,UMLS_CUI,Tumour_Location
21MT-2,21MT-2; 21-MT-2; 21MT2,CVCL_7932,C4872,121,2.0,ACH-002401,SIDM01901,,21MT2_BREAST,,C0678222,No COSMIC ID
21NT,21NT; 21 NT,CVCL_7933,C4872,122,2.0,ACH-002399,SIDM01912,,21NT_BREAST,,C0678222,No COSMIC ID
21PT,21PT; 21 PT,CVCL_7934,C4872,123,2.0,ACH-002398,SIDM01900,,21PT_BREAST,,C0678222,No COSMIC ID
22Rv1,22Rv1; 22RV1; 22Rv-1; 22rV1; CWR22-Rv1; CWR22R-V1; CWR22-R1; CWR22Rv1; CWR22R,CVCL_1045,C4863,124,9.0,ACH-000956,SIDM00499,924100.0,22RV1_PROSTATE,BROAD_DepMap,C0600139,Prostate (Carcinoma; Adenocarcinoma)
23132/87,23132/87; 23132-87; 2313287; St 23132; St23132,CVCL_1046,C4004,125,16.0,ACH-000948,SIDM00980,910924.0,2313287_STOMACH,BROAD_DepMap,C0278701,Stomach (Carcinoma; Adenocarcinoma)
253J,253J; 253j; 253-J; 253 J; 253J-P; 253J-Parental; 253J P; 253JP,CVCL_7935,C4912,126,17.0,ACH-000011,SIDM01529,,253J_URINARY_TRACT,BROAD_DepMap,C0699885,No COSMIC ID
253J-BV,253J-BV; 253JB-V; 253J B-V; 253JBV; 253J-Bladder-V,CVCL_7937,C4912,127,17.0,ACH-000026,SIDM01624,,253JBV_URINARY_TRACT,BROAD_DepMap,C0699885,No COSMIC ID
42-MG-BA,42-MG-BA; 42MGBA,CVCL_1798,C3058,128,1.0,ACH-000323,SIDM00982,687561.0,42MGBA_CENTRAL_NERVOUS_SYSTEM,BROAD_DepMap,C0017636,Central nervous system; Brain (Glioma)
451Lu,451Lu; 451LU; 451-LU; WM 451-Lu; WM-451Lu; WM-451LU; WM451Lu; WM451; WC00059; LU451; Lu451; EST81,CVCL_6357,C3510,129,10.0,ACH-001002,SIDM01240,1287706.0,451LU_SKIN,CellModelPassport,C0151779,Not Found
537-mel,537-mel; 537-MEL; 537 mel; 537 MEL; 537mel; 537MEL; 537; Mel537,CVCL_8052,C3224,130,10.0,,,,,,C0025202,No COSMIC ID
5637,5637,CVCL_0126,C4912,131,17.0,ACH-000905,SIDM00807,687452.0,5637_URINARY_TRACT,BROAD_DepMap,C0699885,Urinary tract; Bladder (Carcinoma)
59M,59M; OAW59M; OAW 59M; 59 M,CVCL_2291,C105555,132,8.0,ACH-000520,SIDM01528,,59M_OVARY,BROAD_DepMap,C3642254,No COSMIC ID
600MPE,600MPE; 600 MPE; 600-MPE; MPE-600; MPE 600; MPE600; 600PE; 600-PEI,CVCL_9875,C4194,133,2.0,ACH-002320,,,600MPE_BREAST,,C1134719,No COSMIC ID
624-mel,624-mel; 624-MEL; 624 MEL; 624 Mel; 624 mel; 624mel; 624MEL; 624; Mel-624; Mel624; MEL624,CVCL_8054,C3224,134,10.0,,,,,,C0025202,No COSMIC ID
639V,639V; 639v; 639-V; 639 V,CVCL_1048,C4912,135,17.0,ACH-000973,SIDM00999,906798.0,639V_URINARY_TRACT,BROAD_DepMap,C0699885,Urinary tract; Ureter (Carcinoma; Transitional cell carcinoma)
647V,647V; 647-V; 647 V,CVCL_1049,C4912,136,17.0,ACH-000896,SIDM00983,906797.0,647V_URINARY_TRACT,BROAD_DepMap,C0699885,Urinary tract; Bladder (Carcinoma; Transitional cell carcinoma)
697,697; Line 697; EU-3; Emory University-3,CVCL_0079,C80347,137,4.0,ACH-000070,SIDM01076,906800.0,697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C2698306,Haematopoietic and lymphoid (Lymphoid neoplasm; Acute lymphoblastic leukaemia)
769-P,769-P; 769P; 769-p,CVCL_1050,C9385,138,5.0,ACH-000411,SIDM00803,910922.0,769P_KIDNEY,BROAD_DepMap,C1861854,Kidney (Carcinoma; Clear cell renal cell carcinoma)
8-MG-BA,8-MG-BA; 8MGBA,CVCL_1052,C3058,139,1.0,ACH-000137,SIDM00998,687562.0,8MGBA_CENTRAL_NERVOUS_SYSTEM,BROAD_DepMap,C0017636,Central nervous system; Brain (Glioma)
8305C,8305C; 8305c; 8305-C; 8305C_1,CVCL_1053,C3878,140,18.0,ACH-001306,SIDM00997,906795.0,8305C_THYROID,BROAD_DepMap,C0238461,Thyroid (Carcinoma; Anaplastic carcinoma)
8505C,8505C; 8505c,CVCL_1054,C3878,141,18.0,ACH-001307,SIDM00996,924102.0,8505C_THYROID,BROAD_DepMap,C0238461,Thyroid (Carcinoma; Anaplastic carcinoma)
888-mel,888-mel; 888-MEL; 888 mel; 888mel; 888MEL; 888; Mel888; MG-888,CVCL_4632,C3224,142,10.0,,,,,,C0025202,No COSMIC ID
A-1207,A-1207; A1207; A 1207,CVCL_8481,C3058,143,1.0,ACH-000283,SIDM01527,,A1207_CENTRAL_NERVOUS_SYSTEM,BROAD_DepMap,C0017636,No COSMIC ID
A-172,A-172; A172; A 172; A-172 MG; A-172MG,CVCL_0131,C3058,144,1.0,ACH-000558,SIDM00799,687563.0,A172_CENTRAL_NERVOUS_SYSTEM,BROAD_DepMap,C0017636,Central nervous system; Brain (Glioma)
A-204,A-204; A204,CVCL_1058,C8971,145,13.0,ACH-000201,SIDM00798,910784.0,A204_SOFT_TISSUE,BROAD_DepMap,C0206656,Soft tissue; Striated muscle (Rhabdomyosarcoma)
A-253,A-253; A 253; A253,CVCL_1060,C7991,146,19.0,ACH-000740,SIDM00796,906794.0,A253_SALIVARY_GLAND,BROAD_DepMap,C0279697,Salivary gland; Submaxillary (Carcinoma; Mucoepidermoid carcinoma)
A-388,A-388; A388,CVCL_1063,C2929,147,10.0,ACH-001442,SIDM00794,910697.0,A388_SKIN,BROAD_DepMap,C3151392,Skin (Carcinoma; Squamous cell carcinoma)
A-431,A-431; A431; A431/P,CVCL_0037,C4052,148,10.0,ACH-001328,SIDM00995,910925.0,A431_SKIN,BROAD_DepMap,C0280856,Skin (Carcinoma; Squamous cell carcinoma)
A-704,A-704; A.704; A704,CVCL_1065,C9385,149,5.0,ACH-000429,SIDM00849,910920.0,A704_KIDNEY,BROAD_DepMap,C1861854,Kidney (Carcinoma; Renal cell carcinoma)
A101D,A101D; A-101D,CVCL_1057,C3224,150,10.0,ACH-000008,SIDM00801,910921.0,A101D_SKIN,BROAD_DepMap,C0025202,Skin (Malignant melanoma)
A3/Kawakami,A3/Kawakami; A3/KAW; A3-KAW; A3/Kawa,CVCL_1062,C8851,151,4.0,ACH-000697,SIDM00495,910935.0,A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0079744,Haematopoietic and lymphoid (Lymphoid neoplasm; Diffuse large B cell lymphoma)
A4/Fukuda,A4/Fukuda; A4/Fuk; A4/FUK; A4-Fuk; A4-FUK,CVCL_1064,C8644,152,4.0,ACH-000157,SIDM00502,910934.0,A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C4227542,Haematopoietic and lymphoid (Lymphoid neoplasm; Diffuse large B cell lymphoma)
ABC-1,ABC-1; ABC1,CVCL_1066,C3512,153,7.0,ACH-000528,SIDM00494,906791.0,ABC1_LUNG,BROAD_DepMap,C0152013,Lung (Carcinoma; Adenocarcinoma)
ACC-MESO-1,ACC-MESO-1; ACC-Meso-1; ACCMESO1; MESO-1,CVCL_5113,C45662,154,20.0,ACH-000086,SIDM01526,,ACCMESO1_PLEURA,BROAD_DepMap,C1709574,No COSMIC ID
ACCS,ACCS; ACC-S,CVCL_6876,C4912,155,17.0,ACH-001011,SIDM01166,,ACCS_URINARY_TRACT,,C0699885,No COSMIC ID
ACN,ACN,CVCL_1068,C3270,156,21.0,ACH-002389,SIDM00057,,ACN_AUTONOMIC_GANGLIA,CellModelPassport,C2751421,No COSMIC ID
AGS,AGS,CVCL_0139,C4004,157,16.0,ACH-000880,SIDM00850,906790.0,AGS_STOMACH,BROAD_DepMap,C0278701,Stomach (Carcinoma; Adenocarcinoma)
ALL-PO,ALL-PO; ALLPO; AllPO,CVCL_1069,C9140,158,4.0,ACH-002209,SIDM00211,910944.0,ALLPO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CellModelPassport,C0279584,Haematopoietic and lymphoid (Lymphoid neoplasm; Acute lymphoblastic leukaemia)
ALL-SIL,ALL-SIL; ALLSIL; SIL-ALL; Sil-ALL,CVCL_1805,C7953,159,4.0,ACH-000105,SIDM00994,1295740.0,ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0279583,Not Found
AM-38,AM-38; AM38; AM,CVCL_1070,C3058,160,1.0,ACH-000269,SIDM00492,910933.0,AM38_CENTRAL_NERVOUS_SYSTEM,BROAD_DepMap,C0017636,Central nervous system; Brain (Glioma; Astrocytoma Grade IV; Glioblastoma multiforme)
AML-193,AML-193; AML193,CVCL_1071,C9160,161,4.0,ACH-000557,SIDM01525,,AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0220621,No COSMIC ID
AMO1,AMO1; AMo1; AMO-1,CVCL_1806,C3242,162,4.0,ACH-000838,SIDM00993,1295741.0,AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0026764,Not Found
AN3-CA,AN3-CA; AN3 CA; AN3 Ca; AN3CA; AN-3; AN3; Acanthosis Nigricans 3rd attempt-CArcinoma,CVCL_0028,C7359,163,14.0,ACH-000940,SIDM00901,910781.0,AN3CA_ENDOMETRIUM,BROAD_DepMap,C1153706,Endometrium (Carcinoma; Adenocarcinoma)
ARH-77,ARH-77; ARH 77; ARH77,CVCL_1072,,164,4.0,ACH-002210,SIDM00900,906765.0,ARH77_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CellModelPassport,,Haematopoietic and lymphoid (Lymphoid neoplasm; Plasma cell myeloma)
ASH-3,ASH-3; ASH3,CVCL_2856,C3878,165,18.0,ACH-001443,SIDM00491,1290722.0,ASH3_THYROID,BROAD_DepMap,C0238461,Not Found
AsPC-1,AsPC-1; AsPc-1; Aspc-1; ASPC-1; As-PC1; ASPC1; AsPC1; Aspc1; AsPc1,CVCL_0152,C9120,166,12.0,ACH-000222,SIDM00899,910702.0,ASPC1_PANCREAS,BROAD_DepMap,C1335302,Pancreas (Carcinoma; Ductal carcinoma)
ATN-1,ATN-1; ATN1,CVCL_1073,C9142,167,4.0,ACH-002058,SIDM00233,,ATN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CellModelPassport,C0279592,No COSMIC ID
ATRFLOX,ATRFLOX; ATRFLOX [Mutatect]; ATRflox/-,CVCL_2299,C4910,168,6.0,,,,,,C0699790,No COSMIC ID
AU565,AU565; AU-565; AU 565,CVCL_1074,C5214,169,2.0,ACH-000248,SIDM00898,910704.0,AU565_BREAST,BROAD_DepMap,C0858252,Breast (Carcinoma)
AZ-521,AZ-521; AZ 521; AZ521,CVCL_2862,C7889,170,22.0,ACH-001015,SIDM01934,,AZ521_SMALL_INTESTINE,,C0278804,No COSMIC ID
B-CPAP,B-CPAP; BC-PAP; BCPAP,CVCL_0153,C6040,171,18.0,ACH-000456,SIDM00992,924104.0,BCPAP_THYROID,BROAD_DepMap,C1266050,Thyroid (Carcinoma; Papillary carcinoma)
BALL-1,BALL-1; Ball-1; Ball 1; BALL1; B-cell Acute Lymphoblastic Leukemia-1,CVCL_1075,C9143,172,4.0,ACH-002211,SIDM00287,910705.0,BALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CellModelPassport,C0279593,Haematopoietic and lymphoid (Lymphoid neoplasm; Acute lymphoblastic B cell leukaemia)
BB30-HNC,BB30-HNC; BB30 HNC; BB30HNC; BB30-SCCHN,CVCL_1076,C34447,173,23.0,ACH-002212,SIDM00172,753531.0,BB30HNC_UPPER_AERODIGESTIVE_TRACT,CellModelPassport,C1168401,Upper aerodigestive tract; Head neck (Carcinoma; Squamous cell carcinoma)
BB49-HNC,BB49-HNC; BB49 HNC; BB49HNC; BB49-SCCHN,CVCL_1077,C4041,174,23.0,ACH-002213,SIDM00174,753532.0,BB49HNC_UPPER_AERODIGESTIVE_TRACT,CellModelPassport,C0280300,Upper aerodigestive tract; Head neck (Carcinoma; Squamous cell carcinoma)
BB65-RCC,BB65-RCC; BB65 RCC; BB65RCC; BB65,CVCL_1078,C9385,175,5.0,ACH-002090,SIDM00191,753533.0,BB65RCC_KIDNEY,CellModelPassport,C1861854,Kidney (Carcinoma; Clear cell renal cell carcinoma)
BC-1,BC-1; BC1,CVCL_1079,C6915,176,4.0,ACH-002214,SIDM00896,910919.0,BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CellModelPassport,C1292753,Haematopoietic and lymphoid (Lymphoid neoplasm; B cell lymphoma unspecified)
BC-2,BC-2; BC2,CVCL_1856,C6915,177,4.0,,,,,,C1292753,No COSMIC ID
BC-3,BC-3; BC3,CVCL_1080,C6915,178,4.0,ACH-002215,SIDM00895,910918.0,BC3_PLEURA,CellModelPassport,C1292753,Haematopoietic and lymphoid (Lymphoid neoplasm; B cell lymphoma unspecified)
BC-3C,BC-3C; BC3c,CVCL_1958,C4912,179,17.0,ACH-000593,SIDM01523,,BC3C_URINARY_TRACT,BROAD_DepMap,C0699885,No COSMIC ID
BCP-1,BCP-1; BCP1,CVCL_0107,C6915,180,4.0,ACH-000923,SIDM01530,,BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C1292753,No COSMIC ID
BDCM,BDCM; B-cell with DC Morphology,CVCL_4613,C3171,181,4.0,ACH-000080,SIDM01522,,BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C4015937,No COSMIC ID
BE-13,BE-13; Be-13; BE13; Be13,CVCL_1081,C7953,182,4.0,ACH-002216,SIDM01245,906763.0,BE13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CellModelPassport,C0279583,Haematopoietic and lymphoid (Lymphoid neoplasm; Acute lymphoblastic leukaemia)
Becker,Becker; BECKER; AK,CVCL_1093,C60781,183,1.0,ACH-001016,SIDM00490,906746.0,BECKER_CENTRAL_NERVOUS_SYSTEM,BROAD_DepMap,C0004114,Central nervous system; Brain (Glioma; Astrocytoma Grade IV; Glioblastoma multiforme)
BEN,BEN,CVCL_1082,C2926,184,7.0,ACH-000603,SIDM00990,753534.0,BEN_LUNG,BROAD_DepMap,C0007131,Lung (Carcinoma)
BFTC-905,BFTC-905; BFTC 905; BFTC905,CVCL_1083,C4912,185,17.0,ACH-000802,SIDM00989,910926.0,BFTC905_URINARY_TRACT,BROAD_DepMap,C0699885,Urinary tract; Bladder (Carcinoma; Transitional cell carcinoma; Papillary transitional cell carcinoma)
BFTC-909,BFTC-909; BFTC 909; BFTC909,CVCL_1084,C9385,186,5.0,ACH-000792,SIDM00988,910698.0,BFTC909_KIDNEY,BROAD_DepMap,C1861854,Kidney (Carcinoma)
BGC-823,BGC-823; BGC823,CVCL_3360,C27677,187,16.0,ACH-001017,SIDM01938,,BGC823_STOMACH,,C1334053,No COSMIC ID
BHT-101,BHT-101; BHT101,CVCL_1085,C3878,188,18.0,ACH-000191,SIDM00987,906696.0,BHT101_THYROID,BROAD_DepMap,C0238461,Thyroid (Carcinoma; Anaplastic carcinoma)
BHY,BHY,CVCL_1086,C34447,189,23.0,ACH-000548,SIDM00986,753535.0,BHY_UPPER_AERODIGESTIVE_TRACT,BROAD_DepMap,C1168401,Upper aerodigestive tract; Head neck (Carcinoma; Squamous cell carcinoma)
BICR 10,BICR 10; BICR-10; BICR10; BICR-10 R; Beatson Institute for Cancer Research 10,CVCL_2307,C4040,190,23.0,ACH-001331,SIDM00077,1290724.0,BICR10_UPPER_AERODIGESTIVE_TRACT,CellModelPassport,C0280299,Not Found
BICR 16,BICR 16; BICR-16; BICR16; BICR-16 R; Beatson Institute for Cancer Research 16,CVCL_2308,C4648,191,23.0,ACH-000503,SIDM01520,,BICR16_UPPER_AERODIGESTIVE_TRACT,BROAD_DepMap,C0349566,No COSMIC ID
BICR 18,BICR 18; BICR-18; BICR_18; BICR18; BICR-18 R; Beatson Institute for Cancer Research 18,CVCL_2309,C4044,192,23.0,ACH-000992,SIDM01519,,BICR18_UPPER_AERODIGESTIVE_TRACT,,C0280324,No COSMIC ID
BICR 22,BICR 22; BICR-22; BICR22; BICR-22 M; Beatson Institute for Cancer Research 22,CVCL_2310,C4648,193,23.0,ACH-000794,SIDM00485,1240121.0,BICR22_UPPER_AERODIGESTIVE_TRACT,BROAD_DepMap,C0349566,Not Found
BICR 31,BICR 31; BICR-31; BICR31; Beatson Institute for Cancer Research 31,CVCL_2312,C4648,194,23.0,ACH-000228,SIDM00078,1290725.0,BICR31_UPPER_AERODIGESTIVE_TRACT,BROAD_DepMap,C0349566,Not Found
BICR 56,BICR 56; BICR-56; BICR56; Beatson Institute for Cancer Research 56,CVCL_2313,C4648,195,23.0,ACH-000771,SIDM01518,,BICR56_UPPER_AERODIGESTIVE_TRACT,BROAD_DepMap,C0349566,No COSMIC ID
BICR 6,BICR 6; BICR-6; BICR6; Beatson Institute for Cancer Research 6,CVCL_2314,C4043,196,23.0,ACH-000415,SIDM01517,,BICR6_UPPER_AERODIGESTIVE_TRACT,BROAD_DepMap,C0280321,No COSMIC ID
BICR 78,BICR 78; BICR-78; BICR78; Beatson Institute for Cancer Research 78,CVCL_2315,C4833,197,23.0,ACH-001332,SIDM00501,1240122.0,BICR78_UPPER_AERODIGESTIVE_TRACT,BROAD_DepMap,C0585362,Not Found
BJ1-hTERT,BJ1-hTERT; hTERT-BJ1; HTERT-BJ1; hTERT-BJ; hTERT BJ; BJ hTERT; BJ1; BJ-1; BJ-5ta; BJ-tert; BJHTERT,CVCL_6573,,198,10.0,ACH-001018,SIDM01927,,BJHTERT_FIBROBLAST,,,No COSMIC ID
BJAB,BJAB; BJAb; BJA-B; BJAB-1; BJA-B1; BJA-B-1,CVCL_5711,C2912,199,4.0,,,,,,C0006413,No COSMIC ID
BL-41,BL-41; BL41; BL 41; IARC/BL41; IARC/BL 41; IARC-BL41; IARC BL41; IARC-BL-41; IARC BL 41,CVCL_1087,C2912,200,4.0,ACH-000245,SIDM00985,910706.0,BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0006413,Haematopoietic and lymphoid (Lymphoid neoplasm; Burkitt lymphoma)
BL-70,BL-70; BL70; BL 70; IARC/BL70; IARC/BL 70; IARC-BL70; IARC BL70; IARC BL 70,CVCL_1088,C2912,201,4.0,ACH-000402,SIDM00074,,BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0006413,No COSMIC ID
BOKU,BOKU; Boku,CVCL_1089,C27676,202,24.0,ACH-001451,SIDM00073,,BOKU_CERVIX,BROAD_DepMap,C1334052,No COSMIC ID
BONNA-12,BONNA-12; Bonna-12; BONNA12; Bonna12,CVCL_1090,C7402,203,4.0,ACH-001452,SIDM00984,906695.0,BONNA12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CellModelPassport,C0023443,Haematopoietic and lymphoid (Lymphoid neoplasm; Hairy cell leukaemia)
BPH-1,BPH-1; BPH1,CVCL_1091,C2897,204,9.0,ACH-001453,SIDM00964,924105.0,BPH1_PROSTATE,BROAD_DepMap,C0005001,Prostate (Hyperplasia)
BT-12,BT-12; BT12,CVCL_M155,C6906,205,13.0,ACH-000160,SIDM01514,,BT12_SOFT_TISSUE,BROAD_DepMap,C1266184,No COSMIC ID
BT-16,BT-16; BT16,CVCL_M156,C6906,206,13.0,ACH-001020,SIDM01521,,BT16_SOFT_TISSUE,BROAD_DepMap,C1266184,No COSMIC ID
BT-20,BT-20; BT 20; BT20,CVCL_0178,C4194,207,2.0,ACH-000536,SIDM00893,906801.0,BT20_BREAST,BROAD_DepMap,C1134719,Breast (Carcinoma)
BT-474,BT-474; Bt-474; BT474,CVCL_0179,C4194,208,2.0,ACH-000927,SIDM00963,946359.0,BT474_BREAST,BROAD_DepMap,C1134719,Breast (Carcinoma; Ductal carcinoma)
BT-483,BT-483; BT483,CVCL_2319,C4194,209,2.0,ACH-000818,SIDM00892,949093.0,BT483_BREAST,BROAD_DepMap,C1134719,Not Found
BT147,BT147; BT-147,CVCL_UK63,C3058,210,1.0,,,,,,C0017636,No COSMIC ID
BT164,BT164,CVCL_UK68,C3058,211,1.0,,,,,,C0017636,No COSMIC ID
BV-173,BV-173; BV173,CVCL_0181,C3174,212,4.0,ACH-000432,SIDM00962,910710.0,BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0023473,Haematopoietic and lymphoid (Haematopoietic neoplasm; Blast phase chronic myeloid leukaemia)
BxPC-3,BxPC-3; BxPc-3; BXPC-3; Bx-PC3; BXPC3; BxPC3; BxPc3; Biopsy xenograft of Pancreatic Carcinoma line-3,CVCL_0186,C9120,213,12.0,ACH-000535,SIDM00132,906693.0,BXPC3_PANCREAS,BROAD_DepMap,C1335302,Pancreas (Carcinoma; Ductal carcinoma)
C-33 A,C-33 A; C33A; C33a; C33-A; C-33-A; C-33A; C33,CVCL_1094,C4028,214,24.0,ACH-001333,SIDM00889,687505.0,C33A_CERVIX,BROAD_DepMap,C0279671,Cervix (Carcinoma)
C-4-I,C-4-I; C-4I; C-4 I; C-4-i; C4-I; C4-1; C4 I; C4I; C41; Hs 636.T; Hs 636 T,CVCL_2253,C27676,215,24.0,ACH-001334,SIDM00905,687506.0,C4I_CERVIX,BROAD_DepMap,C1334052,Cervix (Carcinoma)
C170,C170,CVCL_S959,C5105,216,6.0,,,,,,C1319315,No COSMIC ID
C2BBe1,C2BBe1; C2BBE1; C2BBe 1; Caco-2/BBe 1; Caco-2/BBe; Caco-2BBe; Caco-2BBE; Caco-2 BBe; Caco2-BBE; Caco2BBe; Caco2BBE; CACO2BBE; BBE,CVCL_1096,C4349,217,6.0,ACH-000009,SIDM01233,910700.0,C2BBE1_LARGE_INTESTINE,BROAD_DepMap,C0338106,Large intestine; Colon (Carcinoma; Adenocarcinoma)
C32 [Human melanoma],C32 [Human melanoma]; C-32; C32-mel; C32 mel; C32r,CVCL_1097,C3802,218,10.0,ACH-000580,SIDM00890,906830.0,C32_SKIN,BROAD_DepMap,C0206735,Skin (Malignant melanoma)
C32TG,C32TG; C32-TG; C32-r16TG; C32r16TG,CVCL_2324,C3802,219,10.0,,,,,,C0206735,No COSMIC ID
C8166,C8166; C8166-CD4,CVCL_1099,,220,4.0,ACH-000206,SIDM00072,,C8166_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,,No COSMIC ID
Ca Ski,Ca Ski; Ca-Ski; CaSki; Caski; CASKI,CVCL_1100,C27676,221,24.0,ACH-001336,SIDM00923,906824.0,CASKI_CERVIX,BROAD_DepMap,C1334052,Cervix (Carcinoma; Squamous cell carcinoma)
CA46,CA46; CA-46; CA 46,CVCL_1101,C2912,222,4.0,ACH-000440,SIDM00907,910703.0,CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,BROAD_DepMap,C0006413,Haematopoietic and lymphoid (Lymphoid neoplasm; Burkitt lymphoma)
Ca9-22,Ca9-22; CA9-22; Ca 9-22; CA922; Ca922,CVCL_1102,C129857,223,23.0,ACH-002043,SIDM00489,,CA922_UPPER_AERODIGESTIVE_TRACT,CellModelPassport,,No COSMIC ID
Caco-2,Caco-2; CaCo-2; CACO-2; Caco 2; CACO 2; CACO2; CaCo2; CaCO2; Caco2; Caco-2/ATCC,CVCL_0025,C4349,224,6.0,ACH-000003,SIDM00891,,CACO2_LARGE_INTESTINE,BROAD_DepMap,C0338106,No COSMIC ID
CADO-ES1,CADO-ES1; CADO-ES-1; CADO ES1; CADOES1; CADO-ES; Cado-ES; ESCADO1; Center for Adult Diseases Osaka-Ewing Sarcoma 1,CVCL_1103,C4817,225,11.0,ACH-000210,SIDM00961,753539.0,CADOES1_BONE,BROAD_DepMap,C0553580,Bone (Ewing sarcoma-peripheral primitive neuroectodermal tumour)
Caki-2,Caki-2; CAKI-2; CaKi-2; caki-2; CAKI 2; Caki 2; Caki2; CAKI2,CVCL_0235,C6975,226,5.0,ACH-000234,SIDM01546,,CAKI2_KIDNEY,BROAD_DepMap,C1306837,No COSMIC ID
CAL-120,CAL-120; CAL 120; CAL120,CVCL_1104,C4872,227,2.0,ACH-000212,SIDM00940,906826.0,CAL120_BREAST,BROAD_DepMap,C0678222,Breast (Carcinoma)
CAL-12T,CAL-12T; Cal-12T; CAL 12T; CAL12T; CAL 12; Centre Antoine Lacassagne-12T,CVCL_1105,C2926,228,7.0,ACH-000826,SIDM00939,753540.0,CAL12T_LUNG,BROAD_DepMap,C0007131,Lung (Carcinoma; Non small cell carcinoma)
CAL-148,CAL-148; CAL 148; CAL148; Centre Antoine Lacassagne-148,CVCL_1106,C4872,229,2.0,ACH-000902,SIDM00938,924106.0,CAL148_BREAST,BROAD_DepMap,C0678222,Breast (Carcinoma; Ductal carcinoma)
CAL-27,CAL-27; Cal-27; CAL 27; Cal 27; CAL27; Cal27; Centre Antoine Lacassagne-27,CVCL_1107,C4648,230,23.0,ACH-000832,SIDM00937,910916.0,CAL27_UPPER_AERODIGESTIVE_TRACT,BROAD_DepMap,C0349566,Upper aerodigestive tract; Mouth; Tongue (Carcinoma; Squamous cell carcinoma)
CAL-29,CAL-29; CAL 29; CAL29; Centre Antoine Lacassagne-29,CVCL_1808,C4912,231,17.0,ACH-000142,SIDM00936,1290730.0,CAL29_URINARY_TRACT,BROAD_DepMap,C0699885,Not Found
CAL-33,CAL-33; Cal-33; CAL 33; CAL33; Centre Antoine Lacassagne-33,CVCL_1108,C4648,232,23.0,ACH-000518,SIDM00942,753541.0,CAL33_UPPER_AERODIGESTIVE_TRACT,BROAD_DepMap,C0349566,Upper aerodigestive tract; Head neck (Carcinoma; Squamous cell carcinoma)
CAL-39,CAL-39; CAL 39; CAL39; Centre Antoine Lacassagne-39,CVCL_1109,C4052,233,25.0,ACH-002091,SIDM00935,924107.0,CAL39_VULVA,CellModelPassport,C0280856,Vulva (Carcinoma; Squamous cell carcinoma)
CAL-51,CAL-51; CAL 51; CAL51; Cal51; Centre Antoine Lacassagne-51,CVCL_1110,C4872,234,2.0,ACH-000856,SIDM00933,910927.0,CAL51_BREAST,BROAD_DepMap,C0678222,Breast (Carcinoma)
CAL-54,CAL-54; CAL 54; CAL54; Centre Antoine Lacassagne-54,CVCL_1111,C9385,235,5.0,ACH-000457,SIDM00932,910952.0,CAL54_KIDNEY,BROAD_DepMap,C1861854,Kidney (Carcinoma; Renal cell carcinoma)
CAL-62,CAL-62; Cal-62; CAL 62; Cal 62; CAL62; Centre Antoine Lacassagne-62,CVCL_1112,C3878,236,18.0,ACH-000174,SIDM00931,906828.0,CAL62_THYROID,BROAD_DepMap,C0238461,Thyroid (Carcinoma; Anaplastic carcinoma)
CAL-72,CAL-72; CAL 72; CAL72; Cal72; Centre Antoine Lacassagne-72,CVCL_1113,C9145,237,11.0,ACH-001715,SIDM00930,906827.0,CAL72_BONE,BROAD_DepMap,C0029463,Bone (Osteosarcoma; Osteoblastic)
CAL-78,CAL-78; CAL 78; CAL78; Centre Antoine Lacassagne-78,CVCL_1809,C6476,238,11.0,ACH-000516,SIDM00929,1290765.0,CAL78_BONE,BROAD_DepMap,C0862878,Not Found
